0,0074
0,00718791732675733
0,00721873036133798
0,00609173166280759
0,00669596262969564
0,00658449026277138
0,00693171903221255
0,0067446727190242
0,00685944570318692
0,00681858114524054
0,00691531156546098
0,00681332202495894
0,00687222314930172
0,00675822619622456
0,00681589611814785
0,00679090804455122
0,0069101446038345
0,00685132031794452
0,00688466179202844
0,00680237688007573
0,00685018603397597
0,00683373300144166
0,00693600588079054
0,00690230949506599
0,00694204485804095
0,00692603124023526
0,00695275059083927
0,00693499804336769
0,00699843652682174
0,00698550070065017
0,00700981579514022
0,00700157638783313
0,00703916274450901
0,00702182510087277
0,00704480527791715
0,00702001653415366
0,00703668292968375
0,00700274874099282
0,00702654809048774
0,00700233992740363
0,00702387321837643
0,0070091450681852
0,00702056824879697
0,00701282126595752
0,00702132510656708
0,00701097290651222
0,00702362944766591
0,00697165667732748
0,00697553051645628
0,00695487850383822
0,0069718075464214
0,00679280117664549
0,00679788981762046
0,00679283720693801
0,0068121498378651
0,00680347938361138
0,00682669149968057
0,00681970400264566
0,00684365945493404
0,00683365757226875
0,00685216264429802
0,00684819474555836
0,00686131362605465
0,00683888090970927
0,00687240947954049
0,00686800241913608
0,0068958134533549
0,00687403293783111
0,00689549931972254
0,00688970974365189
0,00689685633915492
0,00689322545572161
0,00690506980898249
0,00690094881982475
0,00692342272434345
0,00691008548234956
0,00691049672470238
0,00690339277164476
0,0069127894712829
0,00690808855745209
0,00692732423859368
0,00692443384975878
0,00693722392626065
0,00693138294408395
0,00694158953858501
0,00692588210378457
0,00694283933685157
0,00687070128112001
0,00689020324043125
0,00688569089493716
0,00689007774800728
0,00688723871101196
0,00689566669323525
0,00689231067265311
0,00691100086729553
0,00689734461278758
0,00690858948971463
0,00690604367072614
0,00691324927511055
0,00689359138251521
0,00691041046972554
0,0069043379118545
0,00691005023426315
0,0069049919807932
0,00691233602407061
0,00683847376467883
0,00684722358935277
0,00684313498399745
0,00684470726150246
0,00684204619538908
0,00685451649900276
0,00685174240740145
0,00685831620735923
0,00685643024665366
0,00686901546728524
0,00402400396569524
0,00403658862418261
0,00403591250810371
0,00406080330238846
0,0040599768431386
0,00409158891752784
0,00408956144339907
0,00411363023219635
0,00411272624897588
0,00414769512057749
0,00414678078868416
0,00414824206085645
0,00414590180283168
0,0041560956656388
0,0041552137774734
0,00421039503081915
0,00420663706300331
0,00424042111558181
0,00423971512593611
0,00427995157377079
0,00427839036038039
0,00429614477644615
0,00429528514569008
0,00433622679813269
0,00433532683231587
0,0043485942774067
0,00433142431372478
0,00434459938987371
0,00434326734004308
0,00434664945278243
0,00434602703506903
0,00439055659478227
0,00437468527640408
0,00441601133722838
0,00441466693528141
0,00445644032824151
0,00445564217689778
0,00446184683306934
0,00446124187810814
0,00449906191228418
0,0044969377967584
0,00452310395717145
0,00452220335292862
0,00453364243551997
0,00450695093299027
0,00452745592914637
0,00452631841293284
0,0045270454649524
0,00452558728860281
0,00456431648167018
0,00455900911986527
0,00457729973814935
0,00457633878451861
0,004581223650721
0,004580498960741
0,00461252748187255
0,00460993091538764
0,00462820317603396
0,00462646233570041
0,00465935568150153
0,00465875734062187
0,00469728129173032
0,00472414205563276
0,0047228693380105
0,0047331564400645
0,00476627743094282
0,00476530456182997
0,0047662129997928
0,00476554131540356
0,00477729560385003
0,00477673948521181
0,00480816647287176
0,00480469137727676
0,00481694387418055
0,00481638629843773
0,00483111116995609
0,00482975881002135
0,00483434498281398
0,00483212396331667
0,00484295522154683
0,00481794101343218
0,00483830822870196
0,00483624318465381
0,00486456365616127
0,00486334218627674
0,0048778154722648
0,00487723890384935
0,00490622957540383
0,00490494130868402
0,00492729940400238
0,00492491859051774
0,00493814851123327
0,00492767478370075
0,00495680465140219
0,00495565659239564
0,00497196441082775
0,00496545423864447
0,00497514819526343
0,00497422808894664
0,00499606797590587
0,00499544917673712
0,00501259432297611
0,00501196881689513
0,00502461051416123
0,00502228778807685
0,00502867987491594
0,00502812101333458
0,00504057057916903
0,00504004797332928
0,00505698505950043
0,00505614016375584
0,00507827733738331
0,0050775573665243
0,0050899266823074
0,00508884164216297
0,00511166097764664
0,00508955574294699
0,00511356099132532
0,00511092688707218
0,00512552792648708
0,00512405204812524
0,00513889461346161
0,00513835482607056
0,00516232645522784
0,00516030013118592
0,00517607679777756
0,00517133185965658
0,0051921168442115
0,00519158469720369
0,00519258395319913
0,00519200299171833
0,00520293708064134
0,00520172494129017
0,00520370196334647
0,00520300371138977
0,005219085108378
0,00521854549804035
0,00523707858088814
0,00523660777113002
0,00523699057792408
0,00523583731093991
0,00524327739127865
0,00524260731791068
0,00525696257436908
0,00525645052011582
0,00526150524834564
0,00526104329996482
0,00527330109470688
0,00527068873137456
0,00529027987726952
0,00528969039705836
0,00529674293574462
0,00529613535486974
0,00530063225666595
0,00529600552270856
0,00530013121038888
0,00529654101115722
0,00530404101877334
0,00530316231280653
0,00531396316984067
0,00531323408804802
0,00533053216616778
0,00532479612915055
0,00533944568086736
0,00533854511852171
0,0053434973240698
0,00533244880274875
0,00534468198522652
0,00534422733037127
0,00535698580387851
0,00535615615806475
0,0053618141908703
0,00536135050807204
0,00537142497749892
0,00537087648714949
0,00537120516736378
0,00537076913752874
0,00538025603349998
0,00537924008883214
0,00539635635453999
0,0053954782848243
0,00539755808229169
0,00539554442035457
0,00540033054871612
0,00539971005411775
0,00540605735959346
0,00540450479868892
0,00542238442506173
0,00542128934904184
0,00542702573452473
0,00542627211392749
0,00543902312330884
0,00543808505170388
0,00544553799126239
0,00544407834179346
0,00545792638570754
0,00545430557531414
0,00547062743815007
0,00546978948858782
0,0054787257338125
0,00547829152522685
0,00549334000880711
0,00549222220375627
0,00550576910714859
0,00550531978319755
0,00552188349747925
0,00552050713953834
0,00552287074311817
0,00552131340246623
